STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,ES_EDUA,Educational attainment,L,Value,TOT,Total,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,ES_EDUA,Educational attainment,L,Value,TOT,Total,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,TOT,Total,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,TOT,Total,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,ES_EDUA,Educational attainment,L,Value,MN,Men,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,12.53,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,ES_EDUA,Educational attainment,L,Value,MN,Men,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,ES_EDUA,Educational attainment,L,Value,MN,Men,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,ES_EDUA,Educational attainment,L,Value,MN,Men,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,ES_EDUA,Educational attainment,L,Value,MN,Men,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,ES_EDUA,Educational attainment,L,Value,MN,Men,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,ES_EDUA,Educational attainment,L,Value,MN,Men,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,ES_EDUA,Educational attainment,L,Value,MN,Men,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,ES_EDUA,Educational attainment,L,Value,MN,Men,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,ES_EDUA,Educational attainment,L,Value,MN,Men,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,ES_EDUA,Educational attainment,L,Value,MN,Men,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,ES_EDUA,Educational attainment,L,Value,MN,Men,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,ES_EDUA,Educational attainment,L,Value,MN,Men,56,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,ES_EDUA,Educational attainment,L,Value,MN,Men,94,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,ES_EDUA,Educational attainment,L,Value,MN,Men,87,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,MN,Men,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,ES_EDUA,Educational attainment,L,Value,MN,Men,39,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,MN,Men,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,MN,Men,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,ES_EDUA,Educational attainment,L,Value,MN,Men,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,ES_EDUA,Educational attainment,L,Value,MN,Men,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,ES_EDUA,Educational attainment,L,Value,MN,Men,34,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,MN,Men,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,ES_EDUA,Educational attainment,L,Value,MN,Men,53,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,ES_EDUA,Educational attainment,L,Value,MN,Men,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,MN,Men,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,ES_EDUA,Educational attainment,L,Value,MN,Men,38,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,MN,Men,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,ES_EDUA,Educational attainment,L,Value,MN,Men,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,ES_EDUA,Educational attainment,L,Value,MN,Men,42,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,ES_EDUA,Educational attainment,L,Value,MN,Men,58,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,ES_EDUA,Educational attainment,L,Value,MN,Men,87,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,ES_EDUA,Educational attainment,L,Value,MN,Men,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,ES_EDUA,Educational attainment,L,Value,MN,Men,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,MN,Men,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,MN,Men,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,ES_EDUA,Educational attainment,L,Value,WMN,Women,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,ES_EDUA,Educational attainment,L,Value,WMN,Women,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,ES_EDUA,Educational attainment,L,Value,WMN,Women,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,ES_EDUA,Educational attainment,L,Value,WMN,Women,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,ES_EDUA,Educational attainment,L,Value,WMN,Women,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,ES_EDUA,Educational attainment,L,Value,WMN,Women,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,ES_EDUA,Educational attainment,L,Value,WMN,Women,87,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,ES_EDUA,Educational attainment,L,Value,WMN,Women,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,ES_EDUA,Educational attainment,L,Value,WMN,Women,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,ES_EDUA,Educational attainment,L,Value,WMN,Women,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,ES_EDUA,Educational attainment,L,Value,WMN,Women,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,ES_EDUA,Educational attainment,L,Value,WMN,Women,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,ES_EDUA,Educational attainment,L,Value,WMN,Women,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,ES_EDUA,Educational attainment,L,Value,WMN,Women,59,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,ES_EDUA,Educational attainment,L,Value,WMN,Women,93,,E,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,ES_EDUA,Educational attainment,L,Value,WMN,Women,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,ES_EDUA,Educational attainment,L,Value,WMN,Women,36,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,WMN,Women,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,WMN,Women,74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,ES_EDUA,Educational attainment,L,Value,WMN,Women,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,ES_EDUA,Educational attainment,L,Value,WMN,Women,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,ES_EDUA,Educational attainment,L,Value,WMN,Women,41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,WMN,Women,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,ES_EDUA,Educational attainment,L,Value,WMN,Women,56,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,ES_EDUA,Educational attainment,L,Value,WMN,Women,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,WMN,Women,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,ES_EDUA,Educational attainment,L,Value,WMN,Women,29,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,WMN,Women,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,ES_EDUA,Educational attainment,L,Value,WMN,Women,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,ES_EDUA,Educational attainment,L,Value,WMN,Women,47,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,ES_EDUA,Educational attainment,L,Value,WMN,Women,57,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,ES_EDUA,Educational attainment,L,Value,WMN,Women,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,ES_EDUA,Educational attainment,L,Value,WMN,Women,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,ES_EDUA,Educational attainment,L,Value,WMN,Women,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,WMN,Women,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,WMN,Women,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,ES_EDUA,Educational attainment,L,Value,MN,Men,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,EQ_WATER,Water quality,L,Value,TOT,Total,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,EQ_WATER,Water quality,L,Value,TOT,Total,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,EQ_WATER,Water quality,L,Value,TOT,Total,87,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,EQ_WATER,Water quality,L,Value,TOT,Total,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,EQ_WATER,Water quality,L,Value,TOT,Total,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,EQ_WATER,Water quality,L,Value,TOT,Total,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,EQ_WATER,Water quality,L,Value,TOT,Total,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,EQ_WATER,Water quality,L,Value,TOT,Total,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,EQ_WATER,Water quality,L,Value,TOT,Total,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,EQ_WATER,Water quality,L,Value,TOT,Total,69,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,EQ_WATER,Water quality,L,Value,TOT,Total,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,EQ_WATER,Water quality,L,Value,TOT,Total,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,EQ_WATER,Water quality,L,Value,TOT,Total,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,EQ_WATER,Water quality,L,Value,TOT,Total,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,EQ_WATER,Water quality,L,Value,TOT,Total,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,EQ_WATER,Water quality,L,Value,TOT,Total,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,TOT,Total,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,EQ_WATER,Water quality,L,Value,TOT,Total,67,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,EQ_WATER,Water quality,L,Value,TOT,Total,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,EQ_WATER,Water quality,L,Value,TOT,Total,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,EQ_WATER,Water quality,L,Value,TOT,Total,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,EQ_WATER,Water quality,L,Value,TOT,Total,79,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,EQ_WATER,Water quality,L,Value,TOT,Total,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,TOT,Total,81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,EQ_WATER,Water quality,L,Value,TOT,Total,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,EQ_WATER,Water quality,L,Value,TOT,Total,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,EQ_WATER,Water quality,L,Value,TOT,Total,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,EQ_WATER,Water quality,L,Value,TOT,Total,62,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,EQ_WATER,Water quality,L,Value,TOT,Total,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,EQ_WATER,Water quality,L,Value,TOT,Total,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,EQ_WATER,Water quality,L,Value,TOT,Total,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,EQ_WATER,Water quality,L,Value,TOT,Total,73,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,EQ_WATER,Water quality,L,Value,TOT,Total,79,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,EQ_WATER,Water quality,L,Value,TOT,Total,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,EQ_WATER,Water quality,L,Value,TOT,Total,56,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,EQ_WATER,Water quality,L,Value,TOT,Total,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,OECD,OECD - Total,EQ_WATER,Water quality,L,Value,TOT,Total,81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,EQ_WATER,Water quality,L,Value,MN,Men,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,EQ_WATER,Water quality,L,Value,MN,Men,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,EQ_WATER,Water quality,L,Value,MN,Men,87,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,EQ_WATER,Water quality,L,Value,MN,Men,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,EQ_WATER,Water quality,L,Value,MN,Men,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,EQ_WATER,Water quality,L,Value,MN,Men,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,EQ_WATER,Water quality,L,Value,MN,Men,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,EQ_WATER,Water quality,L,Value,MN,Men,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,EQ_WATER,Water quality,L,Value,MN,Men,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,EQ_WATER,Water quality,L,Value,MN,Men,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,EQ_WATER,Water quality,L,Value,MN,Men,75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,EQ_WATER,Water quality,L,Value,MN,Men,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,EQ_WATER,Water quality,L,Value,MN,Men,81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,EQ_WATER,Water quality,L,Value,MN,Men,70,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,EQ_WATER,Water quality,L,Value,MN,Men,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,EQ_WATER,Water quality,L,Value,MN,Men,79,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,MN,Men,87,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,EQ_WATER,Water quality,L,Value,MN,Men,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,EQ_WATER,Water quality,L,Value,MN,Men,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,EQ_WATER,Water quality,L,Value,MN,Men,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,EQ_WATER,Water quality,L,Value,MN,Men,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,EQ_WATER,Water quality,L,Value,MN,Men,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,EQ_WATER,Water quality,L,Value,MN,Men,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,MN,Men,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,EQ_WATER,Water quality,L,Value,MN,Men,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,EQ_WATER,Water quality,L,Value,MN,Men,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,EQ_WATER,Water quality,L,Value,MN,Men,98,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,EQ_WATER,Water quality,L,Value,MN,Men,65,,A,,PC,Percentage,0,Units,,
